"","Familia","Departamento","Genero","Edad","Parentesco","Estado.civil","Nivel.educativo.alcanzado","Empleo.antes","Rama.actividad","tiempo.en.colombia","Horas.disponibles"
"151","4807184 - 1","Region Nororiente","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Mas de 5 años","(39,48]"
"152","4807186 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"153","4807187 - 1","Region Nororiente","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(48,130]"
"154","4807187 - 1","Region Nororiente","Masculino","(18,26]","Nucleo familiar","Soltero","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(48,130]"
"155","4807216 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Menos de 1 año","(48,130]"
"156","4807216 - 1","Region Nororiente","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Menos de 1 año","(48,130]"
"157","4807232 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"158","4807237 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de productos textiles","Entre 1 y 5 años","(48,130]"
"159","4807237 - 1","Region Nororiente","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"160","4807238 - 1","Region Nororiente","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"161","4807238 - 1","Region Nororiente","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"162","4807239 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"163","4807239 - 1","Region Nororiente","Femenino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"164","4807239 - 1","Region Nororiente","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"165","4807267 - 1","Region Nororiente","Masculino","(26,59]","Otros parientes","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"166","4807278 - 1","Region Nororiente","Femenino","(26,59]","Otros No parientes","Separado y/o viudo","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Menos de 1 año","(48,130]"
"167","4807311 - 1","Region Cafetera 2","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"168","4807311 - 1","Region Cafetera 2","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"169","4807330 - 1","Region Cafetera 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(48,130]"
"170","4807330 - 1","Region Cafetera 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"171","4807330 - 1","Region Cafetera 2","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Actividades culturales y deportivas","Menos de 1 año","(48,130]"
"172","4807331 - 2","Region Cafetera 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"173","4807331 - 3","Region Cafetera 2","Masculino","(18,26]","Jefe de hogar","Soltero","Básica primaria","Si","Construcción","Mas de 5 años","(39,48]"
"174","4807378 - 1","Region Cafetera 2","Femenino","(18,26]","Otros parientes","Casado y/o union libre","Superior o universitaria","Si","Correo y telecomunicaciones","Entre 1 y 5 años","(39,48]"
"175","4807522 - 1","Region Cafetera 2","Femenino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Elaboración de productos alimenticios","Menos de 1 año","(39,48]"
"176","4807522 - 1","Region Cafetera 2","Femenino","(18,26]","Otros parientes","Soltero","Superior o universitaria","Si","Elaboración de productos alimenticios","Menos de 1 año","(39,48]"
"177","4807548 - 1","Region Cafetera 2","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Mas de 5 años","(39,48]"
"178","4807615 - 2","Region cafetera 1","Femenino","(18,26]","Jefe de hogar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"179","4807627 - 1","Region cafetera 1","Masculino","(59,100]","Otros parientes","Casado y/o union libre","Básica secundaria","Si","Transporte por vía terrestre; transporte por tuberías","Menos de 1 año","(39,48]"
"180","4807627 - 1","Region cafetera 1","Femenino","(26,59]","Otros parientes","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"181","4807642 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"182","4807642 - 1","Region cafetera 1","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"183","4807642 - 1","Region cafetera 1","Masculino","(26,59]","Otros parientes","Soltero","Básica primaria","Si","Construcción","Entre 1 y 5 años","(48,130]"
"184","4807642 - 1","Region cafetera 1","Femenino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"185","4807651 - 1","Region cafetera 1","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"186","4807651 - 1","Region cafetera 1","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(39,48]"
"187","4807651 - 1","Region cafetera 1","Femenino","(26,59]","Otros parientes","Soltero","Básica primaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"188","4807669 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Actividades inmobiliarias","Entre 1 y 5 años","(39,48]"
"189","4807669 - 1","Region cafetera 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"190","4807700 - 1","Region cafetera 1","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Educación","Mas de 5 años","(39,48]"
"191","4807723 - 1","Region Norte 3","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"192","4807732 - 1","Region Norte 3","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"193","4807732 - 1","Region Norte 3","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"194","4807735 - 1","Region Norte 3","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]"
"195","4807735 - 1","Region Norte 3","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","No","Otras actividades empresariales","Entre 1 y 5 años","(0,39]"
"196","4807744 - 1","Region Norte 3","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"197","4807791 - 1","Region Norte 3","Masculino","(18,26]","Otros No parientes","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"198","4807819 - 1","Region Norte 3","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Transporte por vía terrestre; transporte por tuberías","Menos de 1 año","(48,130]"
"199","4807819 - 1","Region Norte 3","Femenino","(14,18]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(39,48]"
"200","4807819 - 1","Region Norte 3","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(39,48]"
"201","4807819 - 1","Region Norte 3","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]"
"202","4807862 - 1","Region Central 2","Masculino","(59,100]","Jefe de hogar","Soltero","Básica secundaria","Si","Curtido y preparado de cueros, trabajar con cuero","Menos de 1 año","(39,48]"
"203","4808010 - 1","Region Central 1","Masculino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Mas de 5 años","(48,130]"
"204","4808010 - 1","Region Central 1","Masculino","(14,18]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Mas de 5 años","(48,130]"
"205","4808050 - 2","Region Central 1","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Fabricación de productos de metal","Menos de 1 año","(39,48]"
"206","4808050 - 2","Region Central 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Fabricación de prendas de vestir","Menos de 1 año","(39,48]"
"207","4808076 - 1","Region Central 1","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Elaboración de productos alimenticios","Menos de 1 año","(48,130]"
"208","4808076 - 1","Region Central 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"209","4808629 - 1","Region Norte 2","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"210","4808692 - 1","Region Cafetera 2","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"211","4808848 - 1","Region Cluster 4","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de productos de metal","Entre 1 y 5 años","(39,48]"
"212","4808851 - 1","Region Cluster 4","Masculino","(18,26]","Nucleo familiar","Soltero","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"213","4808851 - 1","Region Cluster 4","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"214","4808864 - 1","Region Cluster 4","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"215","4808864 - 1","Region Cluster 4","Masculino","(18,26]","Otros parientes","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"216","4809016 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"217","4809018 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"218","4809022 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de muebles / industrias manufactureras","Entre 1 y 5 años","(48,130]"
"219","4809080 - 1","Region Cafetera 2","Masculino","(26,59]","Nucleo familiar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"220","4809080 - 1","Region Cafetera 2","Masculino","(26,59]","Otros No parientes","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"221","4809128 - 1","Region Cafetera 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"222","4809128 - 1","Region Cafetera 2","Masculino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Elaboración de productos alimenticios","Entre 1 y 5 años","(39,48]"
"223","4809253 - 1","Region Central 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Elaboración de productos alimenticios","Entre 1 y 5 años","(48,130]"
"224","4809253 - 1","Region Central 2","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Agricultura, ganadería y caza","Menos de 1 año","(0,39]"
"225","4809256 - 1","Region Central 2","Masculino","(14,18]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"226","4809256 - 1","Region Central 2","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"227","4809463 - 1","Region Norte 1","Femenino","(18,26]","Otros No parientes","Casado y/o union libre","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(48,130]"
"228","4809508 - 1","Region Norte 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"229","4809508 - 1","Region Norte 2","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"230","4809670 - 1","Region Suroccidente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","No","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"231","4809670 - 1","Region Suroccidente","Femenino","(59,100]","Otros parientes","Separado y/o viudo","Básica secundaria","No","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"232","4809743 - 1","Region Norte 2","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"233","4809746 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de muebles / industrias manufactureras","Menos de 1 año","(39,48]"
